Borough Name,BIN Number,Permit Expiration Date,Permit Issuance Date,Permit Number,Permit Type,Permit Status,Job Number,Job Type,Horizontal Enlargement Flag,Vertical Enlargement Flag,Current Job Status Description,Total Construction Floor Area,Proposed Dwelling Units,Proposed Stories,Estimated Job Cost,Job Location Street Name,Block,Lot,Community Board,Applicant Business Name,Latitude Point,Longitude Point
BROOKLYN,3253054,3/24/2022,11/24/2021,B00571534-S1-PL,,Permit Issued,B00571534-S1,Alteration CO,Yes,,Permit Entire,6487.0,1,3,58200.0,53 ST PAULS PLACE  BROOKLYN,5059,1,314,JODOM MECHANICAL  INC,40.65268,-73.96319
BROOKLYN,3322628,4/6/2022,12/1/2021,B00543029-S4-FN,,Permit Issued,B00543029-S4,New Building,,,Permit Entire,13101.0,14,4,1000.0,634 POWELL STREET  BROOKLYN,3857,122,316,KAUFMAN GROUP INC,40.65834,-73.90136
BROOKLYN,3323082,5/2/2022,1/20/2022,B00508605-I1-GC,,Permit Issued,B00508605-I1,New Building,,,Permit Entire,5559.1,9,4,1000.0,238 EAST   52 STREET  BROOKLYN,4657,11,317,PRECISION BUILDERS USA,40.65511,-73.92908
BROOKLYN,3327614,6/30/2022,9/2/2021,B00477703-S2-PL,,Permit Issued,B00477703-S2,New Building,,,Permit Entire,2606.0,0,1,25000.0,1152 UTICA AVENUE  BROOKLYN,4760,30,317,MACCARONE PLUMBING INC,40.64473,-73.92999
BROOKLYN,3330434,5/31/2022,10/6/2021,B00492584-S1-FN,,Permit Issued,B00492584-S1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,8164.0,11,4,1000.0,433 VERMONT STREET  BROOKLYN,3774,114,305,RED BRICK PROPERTY MNGMT,40.66902,-73.89286
BROOKLYN,3425839,5/20/2022,11/17/2021,B00485312-S1-SE,,Permit Issued,B00485312-S1,New Building,,,Permit Entire,34150.0,96,8,1000.0,2249 NOSTRAND AVENUE  BROOKLYN,7576,12,314,DASR CORP,40.6297,-73.94706
BROOKLYN,3426558,7/9/2022,12/17/2021,B00521725-I1-GC,,Permit Issued,B00521725-I1,New Building,,,Permit Entire,13991.0,3,5,2000000.0,200 MIDDLETON STREET  BROOKLYN,2242,24,301,CORNERSTONE BUILDERS NY L,40.70389,-73.94925
BROOKLYN,3428961,5/21/2022,9/3/2021,B00495212-S4-PL,,Permit Issued,B00495212-S4,New Building,,,Permit Entire,141582.0,190,11,1.0,57 MARCUS GARVEY BOULEVARD  BROOKLYN,1580,10,303,PARKVIEW P&H INC,40.6975,-73.9405
BROOKLYN,3428984,7/7/2022,1/20/2022,B00497204-S2-FO-EA,,Permit Issued,B00497204-S2,New Building,,,Permit Entire,159119.0,60,8,100.0,352 WALLABOUT STREET  BROOKLYN,2265,14,301,GALAXY DEVELOPERS LLC,40.70074,-73.94929
BROOKLYN,3428987,7/7/2022,1/19/2022,B00497203-S2-FO-EA,,Permit Issued,B00497203-S2,New Building,,,Permit Entire,149183.0,60,8,10.0,322 WALLABOUT STREET  BROOKLYN,2265,20,301,GALAXY DEVELOPERS LLC,40.70051,-73.94968
BROOKLYN,3429022,7/31/2022,10/22/2021,B00502042-I1-GC,,Permit Issued,B00502042-I1,New Building,,,Permit Issued,4650.0,3,3,550000.0,457 LINCOLN AVENUE  BROOKLYN,4181,6,305,NY DYNAMIC CONSTRUCTION C,40.67896,-73.86786
BROOKLYN,3429023,5/14/2022,10/15/2021,B00500369-S2-SE,,Permit Issued,B00500369-S2,New Building,,,Permit Entire,4215.0,3,3,39166.67,933 BROOKLYN AVENUE  BROOKLYN,4890,3,317,EMPIRE GROUP NYC LLC,40.65077,-73.94339
BROOKLYN,3429024,5/14/2022,10/15/2021,B00500379-S2-SE,,Permit Issued,B00500379-S2,New Building,,,Permit Entire,4215.0,3,3,39166.67,935 BROOKLYN AVENUE  BROOKLYN,4890,4,317,EMPIRE GROUP NYC LLC,40.65082,-73.94331
BROOKLYN,3429025,5/14/2022,10/15/2021,B00500388-S2-SE,,Permit Issued,B00500388-S2,New Building,,,Permit Entire,4215.0,3,3,39166.67,937 BROOKLYN AVENUE  BROOKLYN,4890,6,317,EMPIRE GROUP NYC LLC,40.65087,-73.94328
BROOKLYN,3429026,5/14/2022,10/15/2021,B00500401-S2-SE,,Permit Issued,B00500401-S2,New Building,,,Permit Entire,4215.0,3,3,39166.67,939 BROOKLYN AVENUE  BROOKLYN,4890,60,317,EMPIRE GROUP NYC LLC,40.65065,-73.94374
BROOKLYN,3429027,5/14/2022,10/15/2021,B00500410-S2-SE,,Permit Issued,B00500410-S2,New Building,,,Permit Entire,4390.0,3,3,35000.0,941 BROOKLYN AVENUE  BROOKLYN,4890,59,317,EMPIRE GROUP NYC LLC,40.65061,-73.94373
BROOKLYN,3429038,7/7/2022,12/23/2021,B00509455-S2-FO-EA,,Permit Issued,B00509455-S2,New Building,,,Permit Entire,160189.0,120,10,10.0,11 GERRY STREET  BROOKLYN,2265,22,301,GALAXY DEVELOPERS LLC,40.70027,-73.94991
BROOKLYN,3848649,2/6/2022,1/12/2022,B00480477-I1-GC,,Permit Issued,B00480477-I1,New Building,,,Permit Entire,8407.0,0,2,2185.82,276 BEDFORD AVENUE  BROOKLYN,2380,20,301,Y&M HOME BUILDERS INC,40.7149,-73.96119
Manhattan,1081314,4/20/2022,4/16/2021,12204204801AL07,AL,Issued,122042048,A1,,Y,PERMIT ISSUED - ENTIRE JOB/WORK,0.0,0,11,1000000.0,100 EAST END AVENUE  Manhattan,1581,23,108,NK ARCHITECTS,40.77402,-73.94611
MANHATTAN,1004481,5/26/2022,12/11/2021,M00598629-I1-GC,,Permit Issued,M00598629-I1,Alteration CO,,Yes,Permit Entire,6344.0,2,4,1294402.6,264 EAST    7 STREET  MANHATTAN,376,24,103,LINEAGE CONSTRUCTION LLC,40.7233,-73.97757
MANHATTAN,1009264,3/1/2022,11/28/2021,M00492685-S2-FO-EA,,Permit Issued,M00492685-S2,New Building,,,Permit Entire,65636.0,28,11,1000.0,66 UNIVERSITY PLACE  MANHATTAN,568,21,102,CNY BUILDING CORP,40.73312,-73.99386
MANHATTAN,1020043,10/12/2022,1/19/2022,M00607324-I1-GC,,Permit Issued,M00607324-I1,Alteration CO,Yes,Yes,Permit Entire,5508.0,2,5,375600.0,235 EAST   31 STREET  MANHATTAN,912,20,106,LODUCA ASSOCIATES INC,40.74344,-73.97802
MANHATTAN,1029660,4/23/2022,10/4/2021,M00480783-I1-GC,,Permit Issued,M00480783-I1,Alteration CO,Yes,,Permit Entire,7011.5,1,5,736155.0,131 WEST   69 STREET  MANHATTAN,1141,120,107,TATRA RENOVATION INC,40.77613,-73.98118
MANHATTAN,1039670,9/4/2022,11/30/2021,M00516029-I1-GC,,Permit Issued,M00516029-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,9563.25,10,6,1100000.0,304 EAST   52 STREET  MANHATTAN,1344,48,106,ROYAL EMPRESS INC,40.75573,-73.96724
MANHATTAN,1046287,12/31/2022,1/12/2022,M00540978-I1-GC,,Permit Issued,M00540978-I1,Alteration CO,Yes,,Permit Entire,15112.0,0,3,700000.0,510 EAST   74 STREET  MANHATTAN,1485,45,108,L.F. DRISCOLL COMPANY LLC,40.76765,-73.95215
MANHATTAN,1057651,7/29/2022,12/30/2021,M00493685-I1-GC,,Permit Issued,M00493685-I1,Alteration CO,Yes,,Permit Entire,5925.0,2,4,592900.0,146 WEST  121 STREET  MANHATTAN,1905,54,110,TOMCHRIS CONTRACTING CORP,40.8058,-73.94934
MANHATTAN,1058723,2/23/2022,11/9/2021,M00530137-I1-GC,,Permit Issued,M00530137-I1,Alteration CO,Yes,,Permit Entire,948.0,2,4,154350.0,234 WEST  132 STREET  MANHATTAN,1937,46,110,PLINIO DESIGN CORP,40.81371,-73.94646
MANHATTAN,1091683,3/7/2022,10/27/2021,M00521881-I1-GC,,Permit Issued,M00521881-I1,New Building,,,Permit Entire,104165.0,0,8,100.0,424 EAST   90 STREET  MANHATTAN,1569,29,108,PBBROWN NYC LLC,40.77859,-73.9461
Queens,4017373,3/28/2022,3/22/2021,40110517501AL15,AL,Issued,401105175,A1,,Y,PERMIT ISSUED - ENTIRE JOB/WORK,1579.0,2,2,7000.0,24-50 33 STREET  Queens,837,152,401,SCOTT SOLFRAIN RA,40.7706,-73.91577
Queens,4594845,8/25/2022,8/24/2021,42107623001NB06,NB,Issued,421076230,NB,,,PERMIT ISSUED - ENTIRE JOB/WORK,300.0,0,1,0.0,149-32 HURON STREET  Queens,11555,8,410,CHRISTOPHER V PAPA ARCHITECT,40.66982,-73.83602
Queens,4594852,8/25/2022,8/24/2021,42109035801NB06,NB,Issued,421090358,NB,,,PERMIT ISSUED - ENTIRE JOB/WORK,300.0,0,1,0.0,149-46 HURON STREET  Queens,11555,30,410,CHRISTOPHER V PAPA ARCHITECT,40.66962,-73.83627
QUEENS,4000166,7/8/2022,10/28/2021,Q00479675-S8-SE,,Permit Issued,Q00479675-S8,New Building,,,Permit Entire,18704.0,6,6,1.0,50-07 5 STREET  QUEENS,33,27,402,BK BUILDERS LLC,40.74288,-73.95625
QUEENS,4005054,10/4/2022,10/4/2021,Q00557881-I1-GC,,Permit Issued,Q00557881-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,,Permit Entire,8681.0,0,1,173620.0,27-14 QUEENS PLAZA SOUTH  QUEENS,422,21,402,J. PETROCELLI CONTRACTING,40.74978,-73.93941
QUEENS,4006880,4/27/2022,8/3/2021,Q00514861-S2-ST,,Permit Issued,Q00514861-S2,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,5328.0,8,4,160000.0,27-16 NEWTOWN AVENUE  QUEENS,575,6,401,J S REMODELING NY INC,40.76929,-73.92268
QUEENS,4007871,1/30/2022,1/11/2022,Q00627251-S6-FN,,Permit Issued,Q00627251-S6,New Building,,,Permit Entire,11392.0,10,6,500.0,36-22 31 STREET  QUEENS,599,40,401,ODYSSIA GLOBAL COMM. CORP,40.75615,-73.9305
QUEENS,4012708,3/20/2022,1/20/2022,Q00478057-S1-PL,,Permit Issued,Q00478057-S1,New Building,,,Permit Entire,4299.0,3,3,100.0,25-59 44 STREET  QUEENS,715,21,401,ARISTA PLBG & HTG CORP,40.7649,-73.90943
QUEENS,4021212,7/20/2022,11/24/2021,Q00477857-I1-GC,,Permit Issued,Q00477857-I1,Alteration CO,Yes,No,Permit Entire,1868.0,1,1,350000.0,49-06 21 AVENUE  QUEENS,965,90,401,LUIGI CALIENDO & SONS INC,40.77032,-73.89813
QUEENS,4024390,3/2/2022,8/25/2021,Q00539822-I1-GC-CX,,Permit Issued,Q00539822-I1,Alteration CO,Yes,Yes,Permit Entire,1315.0,2,2,364140.0,24-16 97 STREET  QUEENS,1107,13,403,SPLEN CONSTRUCTION INC,40.76579,-73.8732
QUEENS,4025073,7/14/2022,9/20/2021,Q00526326-I1-GC,,Permit Issued,Q00526326-I1,Alteration CO,Yes,Yes,Permit Entire,4068.0,2,3,150000.0,80-12 30 AVENUE  QUEENS,1129,6,403,TAB RESTORATIONS INC,40.76083,-73.8877
QUEENS,4025101,6/23/2022,10/25/2021,Q00521340-I1-GC,,Permit Issued,Q00521340-I1,Alteration CO,Yes,,Permit Entire,2844.0,2,2,125000.0,30-33 80 STREET  QUEENS,1129,54,403,NEW FAMILY HOMES & BUILDI,40.76002,-73.88778
QUEENS,4031904,3/11/2022,1/14/2022,Q00569054-I1-GC-CX,,Permit Issued,Q00569054-I1,Alteration CO,Yes,,Permit Entire,2304.0,1,1,119880.0,69-65 44 AVENUE  QUEENS,1350,56,402,DAVID CONSTRUCTING NY  IN,40.7414,-73.89342
QUEENS,4035802,11/1/2022,12/22/2021,Q00528155-S7-EA,,Permit Issued,Q00528155-S7,New Building,,,Permit Entire,226827.0,125,6,5000.0,34-20 JUNCTION BOULEVARD  QUEENS,1455,7,403,TURNER CONSTRUCTION COMPA,40.75444,-73.8728
QUEENS,4037087,3/2/2022,11/2/2021,Q00563130-I1-GC-CX,,Permit Issued,Q00563130-I1,Alteration CO,Yes,,Permit Entire,4029.0,2,2,181725.0,40-34 FORLEY STREET  QUEENS,1503,28,404,SPLEN CONSTRUCTION INC,40.74724,-73.88043
QUEENS,4040060,8/3/2022,11/23/2021,Q00569847-S1-FN,,Permit Issued,Q00569847-S1,Alteration CO,Yes,,Permit Entire,2859.0,2,2,5000.0,94-39 46 AVENUE  QUEENS,1602,69,404,WWW CONSTRUCTION LLC,40.74385,-73.86919
QUEENS,4041506,2/5/2022,12/27/2021,Q00496106-I1-ST,,Signed-off,Q00496106-I1,Alteration CO,Yes,Yes,Permit Entire,3109.0,2,2,253088.0,29-28 GILLMORE STREET  QUEENS,1668,20,403,NT FIRST DECORATION INC,40.76171,-73.86511
QUEENS,4048442,5/23/2022,10/22/2021,Q00503708-I1-GC,,Permit Issued,Q00503708-I1,New Building,,,Permit Entire,6533.0,7,4,1170000.0,56-15 VAN CLEEF STREET  QUEENS,1968,73,404,STONEHILL CONSTR SERV INC,40.74071,-73.85197
QUEENS,4051408,1/25/2022,11/9/2021,Q00573076-I1-GC-CX,,Permit Issued,Q00573076-I1,Alteration CO,Yes,,Permit Entire,2998.0,2,2,100000.0,105-14 63 ROAD  QUEENS,2147,12,406,ST SAFETY CONS. INC,40.73359,-73.85178
QUEENS,4052187,7/2/2022,11/22/2021,Q00511918-S1-FN,,Permit Issued,Q00511918-S1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,5358.0,1,2,2000.0,68-15 110 STREET  QUEENS,2193,1,406,REMAX CONSTRUCTION LLC,40.72722,-73.84376
QUEENS,4052537,12/1/2022,12/1/2021,Q00595554-S1-FN,,Permit Issued,Q00595554-S1,ALT-CO - New Building with Existing Elements to Remain,,Yes,Permit Entire,2236.0,1,2,5000.0,110-55 70 ROAD  QUEENS,2232,41,406,NYC BUILDING SOLUTIONS CO,40.72369,-73.84
QUEENS,4057512,3/2/2022,12/30/2021,Q00531524-I1-GC-CX,,Permit Issued,Q00531524-I1,Alteration CO,Yes,Yes,Permit Entire,2309.92,2,2,248780.0,52-46 71 STREET  QUEENS,2481,65,405,SPLEN CONSTRUCTION INC,40.73224,-73.89332
QUEENS,4070629,8/26/2022,1/19/2022,Q00521660-S2-PL,,Permit Issued,Q00521660-S2,Alteration CO,Yes,No,Permit Entire,2812.28,2,2,28800.0,72-07 66 ROAD  QUEENS,3032,96,405,BT'S PLUMBING AND HEATING,40.71438,-73.88202
QUEENS,4072163,6/18/2022,1/17/2022,Q00510235-S5-FO,,Permit Issued,Q00510235-S5,New Building,,,Permit Entire,72060.0,51,7,1000.0,98-60 QUEENS BOULEVARD  QUEENS,3086,34,406,QBH CONSTRUCTION CORP,40.72751,-73.85644
QUEENS,4079961,2/25/2022,9/28/2021,Q00536404-I1-GC-CX,,Permit Issued,Q00536404-I1,Alteration CO,Yes,No,Permit Entire,2853.46,1,3,194550.0,111-15 77 ROAD  QUEENS,3343,60,406,OLIWA CONSTRUCTION INC,40.71462,-73.83463
QUEENS,4089823,8/10/2022,12/3/2021,Q00537763-I1-GC-CX,,Permit Issued,Q00537763-I1,Alteration CO,Yes,,Permit Entire,2398.0,1,3,200000.0,71-37 71 STREET  QUEENS,3687,78,405,AZ INTERIORS NY LLC,40.70359,-73.88045
QUEENS,4098704,9/29/2022,12/6/2021,Q00508108-I1-GC-CX,,Permit Issued,Q00508108-I1,Alteration CO,Yes,Yes,Permit Entire,3090.0,1,2,231750.0,14-21 140 STREET  QUEENS,4108,56,407,ST SAFETY CONS. INC,40.7858,-73.82874
QUEENS,4101119,5/20/2022,10/12/2021,Q00523969-I1-GC,,Permit Issued,Q00523969-I1,Alteration CO,,Yes,Permit Entire,3132.0,1,2,250000.0,141-11 11 AVENUE  QUEENS,4433,83,407,AGE CONTRACTING CORP,40.78884,-73.8286
QUEENS,4101266,10/8/2022,12/21/2021,Q00488881-I1-GC-CX,,Permit Issued,Q00488881-I1,Alteration CO,Yes,No,Permit Entire,4363.0,1,2,650000.0,9 NORTH DRIVE  QUEENS,4440,57,407,WCD SERVICES CORP,40.79189,-73.82574
QUEENS,4101392,9/17/2022,11/29/2021,Q00563311-I1-GC-CX,,Permit Issued,Q00563311-I1,Alteration CO,,Yes,Permit Entire,2370.0,1,2,650000.0,145-70 4 AVENUE  QUEENS,4452,27,407,TRI CITY CONSTRUCTION COR,40.79521,-73.8231
QUEENS,4101970,3/23/2022,8/19/2021,Q00543175-I1-GC-CX,,Permit Issued,Q00543175-I1,Alteration CO,No,Yes,Permit Entire,2589.0,1,2,123247.6,806 149 STREET  QUEENS,4476,36,407,QUEDAN CONSTRUCTION SERVI,40.7932,-73.8179
QUEENS,4101991,5/14/2022,11/4/2021,Q00534222-I1-GC-CX,,Permit Issued,Q00534222-I1,Alteration CO,Yes,Yes,Permit Issued,1003.0,1,2,75580.0,8-19 147 STREET  QUEENS,4476,87,407,NEW DIMENSIONS RESIDENT,40.79226,-73.82041
QUEENS,4102406,8/27/2022,12/8/2021,Q00581875-I1-GC-CX,,Permit Issued,Q00581875-I1,Alteration CO,Yes,Yes,Permit Entire,3867.0,1,2,383720.0,149-10 11 AVENUE  QUEENS,4503,8,407,JJK BUILDING CONSULTING,40.79089,-73.81636
QUEENS,4102532,3/6/2022,10/14/2021,Q00477642-I1-ST,,Permit Issued,Q00477642-I1,Alteration CO,,Yes,Permit Entire,2000.0,1,2,126000.0,6-44 CLINTONVILLE STREET  QUEENS,4511,87,407,M. INT'L ENGINEERING PLLC,40.79558,-73.81428
QUEENS,4103357,7/17/2022,12/10/2021,Q00567249-I1-GC,,Permit Issued,Q00567249-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,4965.0,1,2,550000.0,154-46 10 AVENUE  QUEENS,4546,50,407,TPG CONTRACTING CORP,40.79265,-73.80549
QUEENS,4105755,2/5/2022,10/15/2021,Q00496185-I1-GC,,Permit Issued,Q00496185-I1,New Building,,,Permit Entire,300.0,0,1,25000.0,149-11 17 AVENUE  QUEENS,4665,9,407,MASTORAS BUILDERS LLC,40.78451,-73.81591
QUEENS,4106267,3/2/2022,9/14/2021,Q00545902-I1-GC-CX,,Permit Issued,Q00545902-I1,Alteration CO,Yes,No,Permit Entire,3874.0,2,2,80175.0,15-59 150 STREET  QUEENS,4682,6,407,SPLEN CONSTRUCTION INC,40.78527,-73.81336
QUEENS,4106387,3/2/2022,7/1/2021,Q00505434-I1-GC-CX,,Permit Issued,Q00505434-I1,Alteration CO,Yes,,Permit Entire,1263.99,2,2,455840.0,17-33 150 STREET  QUEENS,4686,3,407,SPLEN CONSTRUCTION INC,40.78315,-73.81365
QUEENS,4107010,7/31/2022,10/28/2021,Q00505736-I1-GC,,Permit Issued,Q00505736-I1,New Building,,,Permit Entire,5809.0,1,2,5000.0,151-22 21 AVENUE  QUEENS,4709,83,407,DHC CONTRACTING INC,40.77934,-73.8114
QUEENS,4107463,8/17/2022,11/13/2021,Q00597089-I1-GC-CX,,Permit Issued,Q00597089-I1,Alteration CO,Yes,Yes,Permit Entire,1325.0,2,2,144900.0,20-19 154 STREET  QUEENS,4735,1,407,MONTI UNITED CONSTRUCTION,40.78026,-73.80856
QUEENS,4107859,4/13/2022,12/31/2021,Q00535621-I1-GC-CX,,Permit Issued,Q00535621-I1,Alteration CO,,Yes,Permit Entire,3325.0,1,2,164400.0,163-11 16 ROAD  QUEENS,4766,48,407,VBDB INC,40.78394,-73.79954
QUEENS,4109607,7/31/2022,1/7/2022,Q00606156-I1-GC-CX,,Permit Issued,Q00606156-I1,Alteration CO,,Yes,Permit Entire,2178.0,1,2,308000.0,154-28 24 ROAD  QUEENS,4846,20,407,NY DYNAMIC CONSTRUCTION C,40.77575,-73.80837
QUEENS,4110004,1/21/2022,8/5/2021,Q00499524-I1-GC-CX,,Permit Issued,Q00499524-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3262.0,1,2,191830.0,157-48 24 AVENUE  QUEENS,4863,29,407,L&L CONSTRUCTION DEVELOP,40.77618,-73.8047
QUEENS,4115320,8/12/2022,10/29/2021,Q00524076-I1-GC-CX,,Permit Issued,Q00524076-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,1458.0,2,2,597090.0,56-47 136 STREET  QUEENS,5120,20,407,GOLDEN TIME CONTRACTING I,40.74812,-73.82855
QUEENS,4116659,3/11/2022,8/9/2021,Q00491492-I1-ST,,Permit Issued,Q00491492-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3920.0,2,2,320728.0,141-19 BOOTH MEMORIAL AVENUE  QUEENS,5168,5,407,DAVID CONSTRUCTING NY  IN,40.74622,-73.82387
QUEENS,4117166,2/6/2022,11/29/2021,Q00484021-I1-GC,,Permit Issued,Q00484021-I1,New Building,,,Permit Entire,18168.0,25,6,3633600.0,141-15 CHERRY AVENUE  QUEENS,5186,65,407,S&S CONSTRUCTION SERVICES,40.75506,-73.82142
QUEENS,4117406,5/2/2022,8/24/2021,Q00497387-I1-GC-CX,,Permit Issued,Q00497387-I1,New Building,,,Permit Entire,4375.0,2,2,5000.0,45-27 UNION STREET  QUEENS,5201,49,407,TT&T CONSTRUCTION INC,40.75242,-73.81885
QUEENS,4117837,7/31/2022,8/19/2021,Q00497802-I1-GC-CX,,Permit Issued,Q00497802-I1,Alteration CO,Yes,Yes,Permit Entire,2146.0,2,2,290180.0,47-40 UNION STREET  QUEENS,5216,21,407,DHC CONTRACTING INC,40.74912,-73.81569
QUEENS,4117984,5/2/2022,8/25/2021,Q00539105-I1-GC-CX,,Permit Issued,Q00539105-I1,Alteration CO,Yes,Yes,Permit Entire,2257.0,2,2,226700.0,140-39 OAK AVENUE  QUEENS,5222,29,407,TT&T CONSTRUCTION INC,40.74867,-73.81494
QUEENS,4118513,3/29/2022,11/26/2021,Q00486370-S1-ST,,Permit Issued,Q00486370-S1,Alteration CO,,Yes,Permit Entire,3919.0,1,2,1000.0,157-15 35 AVENUE  QUEENS,5242,83,407,GOLDEN CONSTRUCTION NY CO,40.76595,-73.80729
QUEENS,4120322,5/2/2022,7/9/2021,Q00497265-I1-GC-CX,,Permit Issued,Q00497265-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3633.0,2,2,462900.0,154-09 SANFORD AVENUE  QUEENS,5328,5,407,TT&T CONSTRUCTION INC,40.76162,-73.81045
QUEENS,4120323,1/31/2022,10/28/2021,Q00488202-I1-GC,,Permit Issued,Q00488202-I1,New Building,,,Permit Entire,5379.0,2,3,806000.0,155-01 SANFORD AVENUE  QUEENS,5328,7,407,PAN LINK CONSTRUCTION INC,40.76161,-73.81031
QUEENS,4120756,3/8/2022,8/10/2021,Q00488260-I1-GC-CX,,Permit Issued,Q00488260-I1,Alteration CO,No,Yes,Permit Entire,1066.0,2,2,179580.0,40-21 UTOPIA PARKWAY  QUEENS,5353,35,411,NEW HENGDA CONSTRUCTION,40.76016,-73.79306
QUEENS,4121063,7/31/2022,9/7/2021,Q00481733-I1-GC-CX,,Permit Issued,Q00481733-I1,New Building,,,Permit Entire,4143.0,2,2,1000.0,42-25 190 STREET  QUEENS,5366,35,411,DHC CONTRACTING INC,40.75851,-73.79105
QUEENS,4121712,3/2/2022,7/20/2021,Q00528186-I1-GC,,Permit Issued,Q00528186-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,4801.0,2,3,720150.0,42-40 161 STREET  QUEENS,5391,48,407,SPLEN CONSTRUCTION INC,40.75931,-73.80536
QUEENS,4122381,7/31/2022,1/5/2022,Q00509904-I1-GC,,Permit Issued,Q00509904-I1,New Building,,,Permit Entire,4680.0,2,3,5000.0,43-23 161 STREET  QUEENS,5419,23,407,DHC CONTRACTING INC,40.75807,-73.805
QUEENS,4124960,5/2/2022,7/12/2021,Q00518357-I1-GC-CX,,Permit Issued,Q00518357-I1,Alteration CO,Yes,Yes,Permit Entire,2339.0,2,2,309620.0,45-51 192 STREET  QUEENS,5534,143,411,TT&T CONSTRUCTION INC,40.75422,-73.78876
QUEENS,4125383,3/25/2022,6/15/2021,Q00485023-I1-GC-CX,,Permit Issued,Q00485023-I1,Alteration CO,,Yes,Permit Entire,3119.0,1,2,218530.0,46-16 195 STREET  QUEENS,5550,29,411,XH&RC PLUMBING HEATING,40.75327,-73.78642
QUEENS,4125548,7/10/2022,11/8/2021,Q00483520-I1-GC-CX,,Permit Issued,Q00483520-I1,New Building,,,Permit Entire,3974.6,2,3,400000.0,202-18 47 AVENUE  QUEENS,5561,19,411,BIN LING CONSTRUCTION LLC,40.75385,-73.77849
QUEENS,4125829,3/11/2022,8/9/2021,Q00480775-I1-ST,,Permit Issued,Q00480775-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,1199.0,1,2,385860.0,49-20 169 STREET  QUEENS,5572,56,407,DAVID CONSTRUCTING NY  IN,40.74823,-73.79932
QUEENS,4126905,3/2/2022,11/16/2021,Q00587132-I1-GC-CX,,Permit Issued,Q00587132-I1,Alteration CO,Yes,Yes,Permit Entire,1196.0,1,2,294290.0,47-15 194 STREET  QUEENS,5613,30,411,SPLEN CONSTRUCTION INC,40.75183,-73.78653
QUEENS,4127233,3/2/2022,6/23/2021,Q00510698-I1-GC-CX,,Permit Issued,Q00510698-I1,Alteration CO,Yes,,Permit Entire,1197.65,1,2,327680.0,48-79 187 STREET  QUEENS,5623,83,411,SPLEN CONSTRUCTION INC,40.74668,-73.79017
QUEENS,4127307,5/8/2022,9/28/2021,Q00569308-I1-GC,,Permit Issued,Q00569308-I1,Alteration CO,,Yes,Permit Entire,1988.0,1,2,70000.0,48-29 189 STREET  QUEENS,5625,68,411,TECHNOMEN NY INC,40.74848,-73.78896
QUEENS,4127531,5/2/2022,10/28/2021,Q00484512-I1-GC-CX,,Permit Issued,Q00484512-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Issued,4229.0,1,2,494500.0,188-08 50 AVENUE  QUEENS,5643,10,411,TT&T CONSTRUCTION INC,40.74635,-73.78892
QUEENS,4128311,2/21/2022,9/20/2021,Q00489557-I1-GC-CX,,Permit Issued,Q00489557-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3100.0,1,2,299098.0,56-44 196 STREET  QUEENS,5682,28,411,YE'S NATIONAL CONSTRUCTIO,40.74459,-73.78171
QUEENS,4128713,1/3/2023,1/11/2022,Q00584001-I1-GC-CX,,Permit Issued,Q00584001-I1,Alteration CO,,Yes,Permit Entire,1250.0,2,2,263455.0,166-19 16 AVENUE  QUEENS,5733,45,407,DYNASTY CONTRACTING LLC,40.78438,-73.79608
QUEENS,4130899,7/11/2022,12/2/2021,Q00599726-I1-GC-CX,,Permit Issued,Q00599726-I1,Alteration CO,Yes,Yes,Permit Entire,3787.9,2,2,304600.0,14-15 209 STREET  QUEENS,5863,382,407,HAIAN HONEST RENOVATION I,40.78619,-73.78315
QUEENS,4132905,7/1/2022,1/17/2022,Q00568073-I1-GC-CX,,Permit Issued,Q00568073-I1,Alteration CO,Yes,,Permit Entire,1746.0,1,2,308460.0,26-27 200 STREET  QUEENS,5969,51,411,3T GC LLC,40.77355,-73.79083
QUEENS,4134781,4/21/2022,10/7/2021,Q00509097-I1-GC-CX,,Permit Issued,Q00509097-I1,Alteration CO,Yes,Yes,Permit Entire,4229.81,1,2,450000.0,32-03 214 PLACE  QUEENS,6056,97,411,SJG CONSTRUCTION CORP,40.77401,-73.7724
